tourney_date,tourney_name,tourney_level,surface,best_of,winner_name,loser_name,score,w_svpt,w_1stIn,w_1stWon,w_2ndWon,l_svpt,l_1stIn,l_1stWon,l_2ndWon
2021-07-24,Tokyo Olympics,A,Hard,3,Frances Tiafoe,Soon Woo Kwon,6-3 6-2,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Jan Lennard Struff,Thiago Monteiro,6-3 6-4,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Sumit Nagal,Denis Istomin,6-4 6-7(6) 6-4,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,John Millman,Lorenzo Musetti,6-3 6-4,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Tomas Machac,Joao Sousa,6-7(5) 6-4 6-4,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Mikhail Kukushkin,Federico Coria,7-6(4) 7-5,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Dominik Koepfer,Facundo Bagnis,3-6 6-3 7-5,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Miomir Kecmanovic,Kamil Majchrzak,6-4 6-2,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Marcos Giron,Norbert Gombos,7-6(4) 3-6 6-2,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Egor Gerasimov,Gilles Simon,4-6 6-3 6-4,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Daniel Elahi Galan,Mohamed Safwat,7-5 6-1,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,James Duckworth,Lukas Klein,5-7 6-3 7-6(4),,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Marin Cilic,Joao Menezes,6-7(5) 7-5 7-6(7),,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Jeremy Chardy,Tomas Barrios Vera,6-1 7-6(4),,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Liam Broady,Francisco Cerundolo,7-5 6-7(4) 6-2,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Nikoloz Basilashvili,Roberto Carballes Baena,6-3 6-2,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Alejandro Davidovich Fokina,Pedro Sousa,6-3 6-0,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Fabio Fognini,Yuichi Sugita,6-4 6-3,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Ugo Humbert,Pablo Andujar,7-6(3) 6-1,,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Lorenzo Sonego,Taro Daniel,4-6 7-6(6) 7-6(3),,,,,,,,
2021-07-24,Tokyo Olympics,A,Hard,3,Karen Khachanov,Yoshihito Nishioka,3-6 6-1 6-2,,,,,,,,
