Season,Date,HomeTeam,AwayTeam,Bet_On,Model_Prob,B365_Odds,Kelly_Fraction,Edge,Actual_Goals,Won,Bankroll_Full,Bankroll_Half,Bankroll_Quarter
2019,2019-08-23,Aston Villa,Everton,Under 2.5,0.9102,2.1,0.8285,0.434,2,True,1088.0,1088.0,1088.0
2019,2019-08-24,Watford,West Ham,Under 2.5,0.9452,2.1,0.8953,0.469,4,False,1000.96,1000.96,1000.96
2019,2019-08-24,Sheffield United,Leicester,Under 2.5,0.9692,1.61,0.9187,0.3481,3,False,920.8832,920.8832,920.8832
2019,2019-08-24,Man United,Crystal Palace,Under 2.5,0.8918,2.1,0.7935,0.4156,3,False,847.212544,847.212544,847.212544
2019,2019-08-25,Wolves,Burnley,Under 2.5,0.8683,1.61,0.6525,0.2472,2,True,888.5565161472,888.5565161472,888.5565161472
2019,2019-08-31,Crystal Palace,Aston Villa,Under 2.5,0.7497,1.9,0.4716,0.2234,1,True,952.5325853097984,952.5325853097984,952.5325853097984
2019,2019-08-31,Newcastle,Watford,Under 2.5,0.7323,1.8,0.3976,0.1767,2,True,1013.4946707696255,1013.4946707696255,1013.4946707696255
2019,2019-09-01,Everton,Wolves,Under 2.5,0.9806,1.66,0.9513,0.3782,5,False,932.4150971080554,932.4150971080554,932.4150971080554
2019,2019-09-14,Tottenham,Crystal Palace,Under 2.5,0.7694,2.3,0.592,0.3346,4,False,857.821889339411,857.821889339411,857.821889339411
2019,2019-10-05,West Ham,Crystal Palace,Under 2.5,0.6614,2.0,0.3228,0.1614,3,False,789.1961381922581,789.1961381922581,789.1961381922581
2019,2019-10-21,Sheffield United,Arsenal,Under 2.5,0.6184,2.2,0.3003,0.1638,1,True,864.9589674587149,864.9589674587149,860.2948182819987
2019,2019-10-26,West Ham,Sheffield United,Under 2.5,0.7227,1.9,0.4145,0.1964,2,True,927.2360131157424,927.2360131157424,922.2360451983026
2019,2019-10-27,Arsenal,Crystal Palace,Under 2.5,0.5869,2.5,0.3115,0.1869,4,False,853.057132066483,853.057132066483,850.4169131784847
2019,2019-12-26,Bournemouth,Arsenal,Under 2.5,0.7091,2.37,0.4968,0.2872,2,True,946.5521937409695,946.5521937409695,943.6226068628466
2019,2019-12-28,Watford,Aston Villa,Under 2.5,0.6276,2.1,0.2891,0.1515,3,False,870.828018241692,870.828018241692,875.4222829518344
2019,2020-01-01,Norwich,Crystal Palace,Under 2.5,0.7031,1.9,0.3731,0.1767,2,True,933.5276355550939,933.5276355550939,938.4526873243665
2019,2020-01-11,Crystal Palace,Arsenal,Under 2.5,0.6547,2.0,0.3094,0.1547,2,True,1008.2098463995014,1008.2098463995014,1011.0420026889062
2019,2020-02-01,Crystal Palace,Sheffield United,Under 2.5,0.8173,1.5,0.4518,0.1506,1,True,1048.5382402554815,1048.5382402554815,1051.4836827964625
2019,2020-03-07,Sheffield United,Norwich,Under 2.5,0.8102,1.72,0.5465,0.2288,1,True,1108.9340428941973,1108.9340428941973,1112.0491429255387
2019,2020-06-21,Newcastle,Sheffield United,Under 2.5,0.8746,1.53,0.638,0.221,3,False,1020.2193194626616,1020.2193194626616,1023.0852114914956
2019,2020-06-24,Man United,Sheffield United,Under 2.5,0.781,1.8,0.5073,0.2254,3,False,938.6017739056487,938.6017739056487,941.2383945721759
2019,2020-06-24,Liverpool,Crystal Palace,Under 2.5,0.6067,2.2,0.279,0.1522,4,False,863.5136319931968,863.5136319931968,875.5870165507666
2019,2020-07-04,Norwich,Brighton,Under 2.5,0.8017,1.72,0.5262,0.2203,1,True,913.2520171960049,913.2520171960049,926.0208287040908
2019,2020-07-07,Watford,Norwich,Under 2.5,0.7545,1.8,0.4476,0.1989,3,False,840.1918558203245,840.1918558203245,851.9391624077635
2019,2020-07-26,Burnley,Brighton,Under 2.5,0.7798,1.9,0.5352,0.2535,3,False,772.9765073546985,772.9765073546985,783.7840294151424
2020,2020-12-13,Arsenal,Burnley,Under 2.5,0.7698,1.9,0.5139,0.2434,1,True,828.6308158842368,828.6308158842368,840.2164795330326
2020,2020-12-15,Man City,West Brom,Under 2.5,0.5084,3.2,0.2849,0.1959,2,True,974.4698394798625,974.4698394798625,971.8742007934611
2020,2020-12-21,Burnley,Wolves,Under 2.5,0.8521,1.53,0.5731,0.1985,3,False,896.5122523214734,896.5122523214734,894.1242647299842
2020,2020-12-26,Man City,Newcastle,Under 2.5,0.5218,3.2,0.3044,0.2093,2,True,1054.2984087300526,1054.2984087300526,1043.8185491310783
2020,2020-12-27,Leeds,Burnley,Under 2.5,0.595,2.37,0.2993,0.173,1,True,1169.8495143268665,1169.8495143268665,1150.8206495571424
2020,2020-12-29,Burnley,Sheffield United,Under 2.5,0.8346,1.57,0.5445,0.1977,1,True,1223.1946521801715,1223.1946521801715,1203.298071176948
2020,2020-12-29,Brighton,Arsenal,Under 2.5,0.7476,1.8,0.4321,0.1921,1,True,1301.4791099197025,1301.4791099197025,1280.3091477322728
