Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Season,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA
2015-10-18,Twente,Nijmegen,1,0,H,1.95,3.6,3.6,2015,,,,,,,,,,,,,,,
2015-10-18,Zwolle,Vitesse,1,5,A,2.9,3.5,2.3,2015,,,,,,,,,,,,,,,
2015-10-23,Zwolle,Utrecht,1,2,A,2.25,3.5,3.0,2015,,,,,,,,,,,,,,,
2015-10-24,Willem II,Heerenveen,2,2,D,2.2,3.4,3.2,2015,,,,,,,,,,,,,,,
2015-10-24,Twente,PSV Eindhoven,1,3,A,4.2,4.0,1.73,2015,,,,,,,,,,,,,,,
2015-10-24,Roda,Excelsior,1,2,A,1.67,4.1,4.0,2015,,,,,,,,,,,,,,,
2015-10-24,Graafschap,Heracles,0,1,A,3.0,3.6,2.2,2015,,,,,,,,,,,,,,,
2015-10-25,Cambuur,Den Haag,1,1,D,2.35,3.4,2.88,2015,,,,,,,,,,,,,,,
2015-10-25,Feyenoord,AZ Alkmaar,3,1,H,1.4,4.5,7.5,2015,,,,,,,,,,,,,,,
2015-10-25,Nijmegen,Groningen,1,1,D,2.2,3.4,3.2,2015,,,,,,,,,,,,,,,
2015-10-25,Vitesse,Ajax,1,3,A,2.4,3.3,2.88,2015,,,,,,,,,,,,,,,
2015-10-30,Heracles,Willem II,2,1,H,1.75,3.8,4.33,2015,,,,,,,,,,,,,,,
2015-10-31,Groningen,Zwolle,2,0,H,1.91,3.6,3.75,2015,,,,,,,,,,,,,,,
2015-10-31,Graafschap,PSV Eindhoven,3,6,A,9.0,5.5,1.3,2015,,,,,,,,,,,,,,,
2015-10-31,Excelsior,Vitesse,0,3,A,4.75,3.6,1.73,2015,,,,,,,,,,,,,,,
2015-10-31,Ajax,Roda,6,0,H,1.22,6.5,11.0,2015,,,,,,,,,,,,,,,
2015-11-01,AZ Alkmaar,Nijmegen,2,4,A,1.75,3.75,4.33,2015,,,,,,,,,,,,,,,
2015-11-01,Den Haag,Feyenoord,1,0,H,5.0,3.6,1.7,2015,,,,,,,,,,,,,,,
2015-11-01,Heerenveen,Cambuur,2,0,H,1.73,3.6,4.75,2015,,,,,,,,,,,,,,,
2015-11-01,Utrecht,Twente,4,2,H,2.0,3.5,3.6,2015,,,,,,,,,,,,,,,
2015-11-06,Roda,Den Haag,1,1,D,2.5,3.4,2.7,2015,,,,,,,,,,,,,,,
2015-11-07,Nijmegen,Graafschap,2,0,H,1.44,4.5,6.5,2015,,,,,,,,,,,,,,,
2015-11-07,Twente,Heerenveen,1,4,A,2.0,3.6,3.5,2015,,,,,,,,,,,,,,,
2015-11-07,Willem II,Excelsior,2,3,A,1.75,3.6,4.6,2015,,,,,,,,,,,,,,,
2015-11-07,Zwolle,Heracles,1,1,D,2.15,3.4,3.3,2015,,,,,,,,,,,,,,,
2015-11-08,Cambuur,Groningen,2,2,D,2.55,3.4,2.63,2015,,,,,,,,,,,,,,,
2015-11-08,Feyenoord,Ajax,1,1,D,2.3,3.4,3.0,2015,,,,,,,,,,,,,,,
2015-11-08,PSV Eindhoven,Utrecht,3,1,H,1.3,5.75,8.0,2015,,,,,,,,,,,,,,,
2015-11-08,Vitesse,AZ Alkmaar,0,2,A,1.5,4.33,6.0,2015,,,,,,,,,,,,,,,
2015-11-21,Roda,Zwolle,0,5,A,2.6,3.4,2.6,2015,,,,,,,,,,,,,,,
2015-11-21,Graafschap,Groningen,1,2,A,3.4,3.5,2.05,2015,,,,,,,,,,,,,,,
2015-11-21,Willem II,PSV Eindhoven,2,2,D,6.5,4.5,1.44,2015,,,,,,,,,,,,,,,
2015-11-21,Ajax,Cambuur,5,1,H,1.17,6.5,17.0,2015,,,,,,,,,,,,,,,
