Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Season,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA
2015-12-05,Pescara,Spezia,2,2,D,2.2,3.1,3.5,2015,,,,,,,,,,,,,,,
2015-12-05,Crotone,Cesena,2,0,H,2.4,3.0,3.2,2015,,,,,,,,,,,,,,,
2015-12-05,Latina,Livorno,3,1,H,2.4,3.0,3.2,2015,,,,,,,,,,,,,,,
2015-12-05,Novara,Virtus Lanciano,4,1,H,1.75,3.3,5.25,2015,,,,,,,,,,,,,,,
2015-12-05,Bari,Ascoli,3,0,H,1.53,3.6,7.5,2015,,,,,,,,,,,,,,,
2015-12-06,Cagliari,Como,1,1,D,1.36,4.5,9.0,2015,,,,,,,,,,,,,,,
2015-12-06,Vicenza,Salernitana,0,0,D,1.91,3.2,4.33,2015,,,,,,,,,,,,,,,
2015-12-08,Ascoli,Ternana,1,0,H,2.75,3.1,2.63,2015,,,,,,,,,,,,,,,
2015-12-08,Avellino,Pro Vercelli,1,0,H,1.85,3.3,4.5,2015,,,,,,,,,,,,,,,
2015-12-08,Brescia,Pescara,2,0,H,2.5,3.0,3.0,2015,,,,,,,,,,,,,,,
2015-12-08,Cesena,Trapani,0,0,D,1.85,3.2,4.75,2015,,,,,,,,,,,,,,,
2015-12-08,Modena,Bari,2,1,H,2.75,3.0,2.7,2015,,,,,,,,,,,,,,,
2015-12-08,Perugia,Novara,1,4,A,2.25,3.0,3.5,2015,,,,,,,,,,,,,,,
2015-12-08,Virtus Entella,Latina,1,0,H,2.4,3.0,3.2,2015,,,,,,,,,,,,,,,
2015-12-09,Virtus Lanciano,Cagliari,1,3,A,4.5,3.1,1.91,2015,,,,,,,,,,,,,,,
2015-12-09,Spezia,Vicenza,1,0,H,2.0,3.1,4.2,2015,,,,,,,,,,,,,,,
2015-12-09,Como,Crotone,0,1,A,2.9,3.0,2.6,2015,,,,,,,,,,,,,,,
2015-12-09,Livorno,Salernitana,0,0,D,1.95,3.3,4.0,2015,,,,,,,,,,,,,,,
2015-12-12,Avellino,Virtus Lanciano,3,2,H,1.8,3.3,4.75,2015,,,,,,,,,,,,,,,
2015-12-12,Livorno,Cagliari,1,1,D,3.5,3.0,2.25,2015,,,,,,,,,,,,,,,
2015-12-12,Pescara,Virtus Entella,2,0,H,1.91,3.25,4.33,2015,,,,,,,,,,,,,,,
2015-12-12,Pro Vercelli,Cesena,2,0,H,3.0,2.88,2.63,2015,,,,,,,,,,,,,,,
2015-12-12,Salernitana,Ascoli,2,0,H,1.83,3.4,4.5,2015,,,,,,,,,,,,,,,
2015-12-12,Spezia,Latina,2,1,H,1.91,3.2,4.33,2015,,,,,,,,,,,,,,,
2015-12-12,Ternana,Como,4,0,H,1.95,3.25,4.2,2015,,,,,,,,,,,,,,,
2015-12-12,Vicenza,Brescia,1,2,A,2.1,3.2,3.6,2015,,,,,,,,,,,,,,,
2015-12-13,Bari,Perugia,1,0,H,2.1,3.0,3.9,2015,,,,,,,,,,,,,,,
2015-12-13,Crotone,Modena,1,0,H,1.8,3.3,4.75,2015,,,,,,,,,,,,,,,
2015-12-14,Novara,Trapani,4,1,H,1.8,3.4,4.75,2015,,,,,,,,,,,,,,,
2015-12-18,Modena,Salernitana,2,0,H,2.0,3.1,4.2,2015,,,,,,,,,,,,,,,
2015-12-18,Perugia,Livorno,4,1,H,1.91,3.2,4.33,2015,,,,,,,,,,,,,,,
2015-12-19,Ascoli,Novara,1,3,A,4.0,3.2,2.0,2015,,,,,,,,,,,,,,,
2015-12-19,Brescia,Spezia,1,1,D,2.38,3.0,3.2,2015,,,,,,,,,,,,,,,
2015-12-19,Cagliari,Bari,2,1,H,1.75,3.4,5.0,2015,,,,,,,,,,,,,,,
2015-12-19,Cesena,Ternana,4,0,H,2.0,3.2,4.0,2015,,,,,,,,,,,,,,,
2015-12-19,Como,Avellino,0,1,A,2.38,3.1,3.1,2015,,,,,,,,,,,,,,,
2015-12-19,Latina,Crotone,2,2,D,2.6,3.0,2.9,2015,,,,,,,,,,,,,,,
2015-12-19,Trapani,Pro Vercelli,1,1,D,1.85,3.3,4.5,2015,,,,,,,,,,,,,,,
2015-12-19,Virtus Entella,Vicenza,4,1,H,2.4,3.1,3.1,2015,,,,,,,,,,,,,,,
2015-12-19,Virtus Lanciano,Pescara,1,2,A,3.0,3.0,2.5,2015,,,,,,,,,,,,,,,
2015-12-22,Avellino,Virtus Entella,2,0,H,1.85,3.2,4.75,2015,,,,,,,,,,,,,,,
2015-12-23,Vicenza,Latina,1,1,D,2.15,3.1,3.6,2015,,,,,,,,,,,,,,,
2015-12-23,Ternana,Virtus Lanciano,1,1,D,2.0,3.1,4.2,2015,,,,,,,,,,,,,,,
2015-12-23,Spezia,Como,1,1,D,1.62,3.6,6.0,2015,,,,,,,,,,,,,,,
2015-12-23,Pro Vercelli,Perugia,0,1,A,3.0,3.0,2.5,2015,,,,,,,,,,,,,,,
2015-12-23,Bari,Brescia,1,2,A,1.83,3.25,4.75,2015,,,,,,,,,,,,,,,
2015-12-23,Novara,Cesena,0,0,D,2.0,3.2,4.0,2015,,,,,,,,,,,,,,,
2015-12-23,Livorno,Ascoli,1,3,A,1.57,3.5,7.0,2015,,,,,,,,,,,,,,,
2015-12-23,Crotone,Trapani,0,0,D,1.85,3.2,4.75,2015,,,,,,,,,,,,,,,
2015-12-23,Pescara,Modena,1,0,H,1.67,3.5,5.5,2015,,,,,,,,,,,,,,,
2015-12-24,Salernitana,Cagliari,0,1,A,3.8,3.2,2.05,2015,,,,,,,,,,,,,,,
2015-12-27,Latina,Pescara,0,1,A,2.5,3.0,3.0,2015,,,,,,,,,,,,,,,
2015-12-27,Trapani,Bari,1,0,H,2.5,3.0,3.0,2015,,,,,,,,,,,,,,,
2015-12-27,Modena,Novara,3,0,H,2.88,3.0,2.6,2015,,,,,,,,,,,,,,,
2015-12-27,Como,Salernitana,2,1,H,2.3,3.1,3.3,2015,,,,,,,,,,,,,,,
2015-12-27,Virtus Entella,Crotone,1,2,A,2.7,3.0,2.75,2015,,,,,,,,,,,,,,,
2015-12-27,Cagliari,Pro Vercelli,3,0,H,1.36,4.75,8.5,2015,,,,,,,,,,,,,,,
2015-12-27,Brescia,Ternana,0,0,D,2.0,3.1,4.2,2015,,,,,,,,,,,,,,,
2015-12-27,Ascoli,Spezia,3,0,H,2.8,3.1,2.63,2015,,,,,,,,,,,,,,,
2015-12-27,Cesena,Avellino,1,2,A,2.1,3.2,3.6,2015,,,,,,,,,,,,,,,
2015-12-27,Virtus Lanciano,Livorno,2,1,H,2.5,3.0,3.0,2015,,,,,,,,,,,,,,,
2016-01-15,Spezia,Bari,0,0,D,2.1,3.2,3.6,2015,,,,,,,,,,,,,,,
2016-01-16,Avellino,Salernitana,1,0,H,1.75,3.4,5.0,2015,,,,,,,,,,,,,,,
2016-01-16,Como,Perugia,1,0,H,3.1,3.0,2.45,2015,,,,,,,,,,,,,,,
2016-01-16,Latina,Novara,1,0,H,2.8,2.9,2.75,2015,,,,,,,,,,,,,,,
2016-01-16,Pescara,Livorno,2,1,H,1.8,3.3,4.75,2015,,,,,,,,,,,,,,,
2016-01-16,Ternana,Trapani,1,0,H,2.2,3.0,3.6,2015,,,,,,,,,,,,,,,
2016-01-16,Vicenza,Modena,2,1,H,2.05,3.1,4.0,2015,,,,,,,,,,,,,,,
2016-01-16,Virtus Lanciano,Pro Vercelli,1,0,H,2.4,3.0,3.2,2015,,,,,,,,,,,,,,,
2016-01-17,Brescia,Cesena,2,1,H,2.3,3.1,3.25,2015,,,,,,,,,,,,,,,
2016-01-18,Crotone,Cagliari,3,1,H,3.1,3.0,2.45,2015,,,,,,,,,,,,,,,
2016-01-18,Virtus Entella,Ascoli,4,0,H,2.0,3.1,4.2,2015,,,,,,,,,,,,,,,
2016-01-19,Perugia,Vicenza,0,1,A,2.0,3.2,4.0,2015,,,,,,,,,,,,,,,
2016-01-22,Salernitana,Brescia,3,0,H,2.38,3.0,3.2,2015,,,,,,,,,,,,,,,
2016-01-23,Trapani,Latina,1,2,A,2.05,3.1,4.0,2015,,,,,,,,,,,,,,,
2016-01-23,Pro Vercelli,Spezia,0,1,A,3.2,3.0,2.4,2015,,,,,,,,,,,,,,,
2016-01-23,Novara,Crotone,0,1,A,2.3,3.0,3.4,2015,,,,,,,,,,,,,,,
2016-01-23,Modena,Avellino,1,1,D,2.4,3.0,3.2,2015,,,,,,,,,,,,,,,
