Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Season,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA
2016-02-08,Sp Braga,Estoril,2.0,0.0,H,1.5,4.0,7.0,2015,,,,,,,,,,,,,,,
2016-02-08,Sp Lisbon,Rio Ave,0.0,0.0,D,1.22,5.5,15.0,2015,,,,,,,,,,,,,,,
2016-02-12,Benfica,Porto,1.0,2.0,A,2.15,3.1,3.5,2015,,,,,,,,,,,,,,,
2016-02-13,Nacional,Sp Lisbon,0.0,4.0,A,7.0,4.33,1.44,2015,,,,,,,,,,,,,,,
2016-02-13,Guimaraes,Setubal,2.0,2.0,D,1.8,3.3,4.75,2015,,,,,,,,,,,,,,,
2016-02-13,Moreirense,Belenenses,2.0,3.0,A,2.3,3.1,3.3,2015,,,,,,,,,,,,,,,
2016-02-14,Arouca,Uniao Madeira,3.0,0.0,H,1.75,3.5,4.75,2015,,,,,,,,,,,,,,,
2016-02-14,Boavista,Academica,0.0,0.0,D,2.05,3.1,4.0,2015,,,,,,,,,,,,,,,
2016-02-14,Estoril,Tondela,2.0,1.0,H,1.85,3.4,4.33,2015,,,,,,,,,,,,,,,
2016-02-14,Maritimo,Sp Braga,1.0,3.0,A,4.5,3.4,1.83,2015,,,,,,,,,,,,,,,
2016-02-15,Rio Ave,Pacos Ferreira,1.0,1.0,D,1.95,3.2,4.2,2015,,,,,,,,,,,,,,,
2016-02-19,Uniao Madeira,Estoril,1.0,1.0,D,2.6,3.0,2.9,2015,,,,,,,,,,,,,,,
2016-02-20,Pacos Ferreira,Benfica,1.0,3.0,A,9.0,5.0,1.33,2015,,,,,,,,,,,,,,,
2016-02-20,Academica,Rio Ave,0.0,2.0,A,2.88,3.0,2.63,2015,,,,,,,,,,,,,,,
2016-02-21,Belenenses,Arouca,0.0,2.0,A,2.38,3.1,3.1,2015,,,,,,,,,,,,,,,
2016-02-21,Porto,Moreirense,3.0,2.0,H,1.2,6.5,13.0,2015,,,,,,,,,,,,,,,
2016-02-21,Setubal,Nacional,1.0,1.0,D,2.9,3.1,2.5,2015,,,,,,,,,,,,,,,
2016-02-21,Sp Braga,Guimaraes,3.0,3.0,D,1.55,3.6,7.0,2015,,,,,,,,,,,,,,,
2016-02-21,Tondela,Maritimo,3.0,4.0,A,2.9,3.1,2.5,2015,,,,,,,,,,,,,,,
2016-02-22,Sp Lisbon,Boavista,2.0,0.0,H,1.22,6.0,13.0,2015,,,,,,,,,,,,,,,
2016-02-26,Nacional,Pacos Ferreira,3.0,0.0,H,2.0,3.3,3.75,2015,,,,,,,,,,,,,,,
2016-02-27,Estoril,Setubal,3.0,0.0,H,2.1,3.2,3.6,2015,,,,,,,,,,,,,,,
2016-02-27,Arouca,Sp Braga,0.0,0.0,D,4.0,3.1,2.05,2015,,,,,,,,,,,,,,,
2016-02-27,Boavista,Rio Ave,1.0,2.0,A,2.9,3.0,2.6,2015,,,,,,,,,,,,,,,
2016-02-28,Belenenses,Porto,1.0,2.0,A,11.0,4.5,1.33,2015,,,,,,,,,,,,,,,
2016-02-28,Maritimo,Academica,1.0,0.0,H,1.83,3.5,4.33,2015,,,,,,,,,,,,,,,
2016-02-28,Moreirense,Tondela,1.0,2.0,A,1.8,3.5,4.5,2015,,,,,,,,,,,,,,,
2016-02-29,Benfica,Uniao Madeira,2.0,0.0,H,1.13,8.0,21.0,2015,,,,,,,,,,,,,,,
2016-02-29,Guimaraes,Sp Lisbon,0.0,0.0,D,6.5,3.6,1.57,2015,,,,,,,,,,,,,,,
2016-03-04,Pacos Ferreira,Maritimo,2.0,2.0,D,2.45,3.25,2.9,2015,,,,,,,,,,,,,,,
2016-03-05,Sp Lisbon,Benfica,0.0,1.0,A,2.4,3.1,3.1,2015,,,,,,,,,,,,,,,
2016-03-06,Tondela,Arouca,0.0,1.0,A,3.1,3.0,2.45,2015,,,,,,,,,,,,,,,
2016-03-06,Academica,Guimaraes,2.0,0.0,H,3.1,3.2,2.3,2015,,,,,,,,,,,,,,,
2016-03-06,Boavista,Nacional,0.0,1.0,A,2.6,3.1,2.8,2015,,,,,,,,,,,,,,,
2016-03-06,Setubal,Moreirense,0.0,1.0,A,2.38,3.2,3.0,2015,,,,,,,,,,,,,,,
2016-03-06,Sp Braga,Porto,3.0,1.0,H,4.0,3.5,1.91,2015,,,,,,,,,,,,,,,
2016-03-06,Uniao Madeira,Belenenses,0.0,0.0,D,2.9,3.1,2.5,2015,,,,,,,,,,,,,,,
2016-03-07,Rio Ave,Estoril,1.0,3.0,A,2.0,3.3,3.8,2015,,,,,,,,,,,,,,,
2016-03-11,Maritimo,Boavista,0.0,3.0,A,1.91,3.3,4.2,2015,,,,,,,,,,,,,,,
2016-03-12,Porto,Uniao Madeira,3.0,2.0,H,1.17,7.0,15.0,2015,,,,,,,,,,,,,,,
2016-03-12,Estoril,Sp Lisbon,1.0,2.0,A,9.0,4.2,1.4,2015,,,,,,,,,,,,,,,
2016-03-13,Nacional,Rio Ave,1.0,0.0,H,2.25,3.2,3.3,2015,,,,,,,,,,,,,,,
