Season,Date,HomeTeam,AwayTeam,Bet_On,Model_Prob,B365_Odds,Kelly_Fraction,Actual_Result,Won,Bankroll_Full,Bankroll_Half,Bankroll_Quarter
2025,2026-02-07,Wolves,Chelsea,A,0.6186,1.67,0.0494,A,True,262.520012945282,364.63004562606324,483.9709442711986
2025,2026-02-11,Crystal Palace,Burnley,H,0.7606,1.57,0.3405,A,False,249.3940122980179,346.39854334476007,459.77239705763867
2025,2026-02-11,Aston Villa,Brighton,H,0.5559,1.91,0.0678,H,True,260.74143985757775,357.0845920084026,466.8641563960542
2025,2026-02-21,Aston Villa,Leeds,H,0.6021,1.85,0.1341,D,False,247.70436786469887,339.23036240798245,451.2125355528765
2025,2026-03-01,Arsenal,Chelsea,H,0.7227,1.6,0.2604,H,True,255.13549890063985,349.40727328022194,464.7489116194628
2025,2026-03-04,Fulham,West Ham,H,0.6017,2.0,0.2035,A,False,242.37872395560785,331.93690961621087,441.51146603848963
2025,2026-03-15,Man United,Aston Villa,H,0.6233,1.73,0.1074,H,True,251.22554737998755,344.05260681720256,450.16531152857704
2025,2026-03-21,Fulham,Burnley,H,0.701,1.53,0.1368,H,True,257.88302438555723,353.1700008978584,458.325007965344
2025,2026-03-22,Aston Villa,West Ham,H,0.618,1.95,0.216,H,True,270.1324680438712,369.94557594050667,480.09544584369786
2025,2026-04-18,Leeds,Wolves,H,0.6676,1.62,0.1315,H,True,278.5065745532312,381.4138887946624,489.88099126860703
2025,2026-04-19,Man City,Arsenal,H,0.5691,1.83,0.0498,H,True,290.0183653058144,389.2965696343817,494.94317649188116
2025,2026-04-27,Man United,Brentford,H,0.5936,1.85,0.1155,H,True,302.34414583131155,405.8416738438429,507.09093807990376
2025,2026-05-02,Brentford,West Ham,H,0.5965,1.91,0.1531,H,True,316.10080446663625,424.30747000373776,524.7530422259613
